job_role,title,description,tags,new_title
<br/>Variance analysis for all the forecast models to help business understand the root causes behind the variation. Use the learning to improve the overall forecasting process.
<br/>
<br/>Proactively anticipates and prevents problems. Devises, facilitates buy-in, makes recommendations and guides implementation of corrective and/or preventive actions for complex issues that cross organizational boundaries and are unclear in nature.
<br/>
<br/>Develops innovative and effective approaches to solve predictive analytics problems and communicates results and methodologies..
<br/>
<br/>Collaborate with subject matter experts to enhance predictive models.
<br/>
<br/>Preparation of all the supporting documents and reports.
<br/>
<br/>Education:
<br/>
<br/>B.Tech./M.Tech./B.Sc./M.sc. in Mathematics/Statistics from reputed university/college</p>","['Machine Learning', 'Statistics', 'Analytics', 'Python', 'Data Modeling', 'Predictive analytics']",assistant manager manager machine learning consulting firm yrs

machine learning,Data Analyst - R Programming & Machine Learning (5-10 yrs),"<p><p></p><p>Role : Data Analyst<br><br>Experience : 4 to 8 Years <br><br>Job Location : Pune <br><br>Education : BE/B.Tech/MSC/MCA<br><br>Job Description &amp; Skills Required : <br><br>Exp. Range : 4-8 years of work experience in the area(s) of advance statistical analysis/modeling/data mining/Machine Learning <br><br>- Proficiency required in one or more of analytical tools such as R, Python, Matlab. <br><br>- Statistical modeling (Regression, Classification, Time-series forecasting) /Machine Learning /Text Mining /Optimization /Visualization <br><br>- Knowledge on Machine Learning Techniques and R, SQL, would be added advantage <br><br>- Knowledge of statistical tools and techniques, especially those relating to data mining <br><br>- Ability to move data around, from a database or an API, through a transformation or to a model and into human-readable form (ROC curve, Excel chart, map, d3 visualization, Tableau, etc.) <br><br>- Experience with Python, R,SQL, Matlab.</p><p></p></p>","['Analytics', 'Data Analytics', 'Statistics', 'Statistical Modeling', 'Data Management', 'Data Modeling', 'data mining', 'Machine Learning', 'SQL', 'Tableau']",data analyst r programming machine learning yrs

machine learning,Senior Manager - Machine Learning - Retail Banking Domain - NBFC (2-5 yrs),"<p><p>We are looking out for Sr. Manager - Machine Learning with exposure to Retail Banking<br/><br/>The role involves -<br/><br/>-  Structure and implement analytical workstream using latest machine learning  / AI approach for digital prospecting across lending products<br/><br/>-  Collaborate with Risk Underwriting and Sales teams to gain business perspective, and incorporate into analytical decision engines<br/><br/>Requirements:<br/><br/>-  2+ years experience of statistical modeling and machine learning modeling (e.g. GBM, clustering, Random Forest)<br/><br/>-  Experience in financial services industry, Lending / Retail Portfolios<br/><br/>-  Skills required : R, Python,  Advanced Excel (VBA), statistical modeling / mathematics<br/><br/>-  Additional plus: digital  / web analytics, streaming analytics, deep learning  / NLP  / neural networks  are a plus<br/><br/>If interested, kindly apply and I will reach out to you ASAP</p></p>","['Machine Learning', 'Artificial Intelligence', 'Analytics', 'Statistics', 'Statistical Modeling', 'Python', 'NLP']",senior manager machine learning retail banking domain nbfc yrs

machine learning,VP - Machine Learning - Retail Banking - NBFC (7-12 yrs),"<p><p>We are looking out for a VP - Machine Learning - Retail Banking with NBFC in Gurgaon<br/><br/>Role -<br/><br/>-  Lead Growth  analytical workstreams including Customer Lifetime Value Management, Cross-sell, Targeting and Marketing Analytics<br/><br/>-  Build the advanced analytical Decision Engines for smart targeting and Cross-Sell, using machine learning, AI  and alternative data analysis<br/><br/>Requirements:<br/><br/>-  At least 5 years experience in managing analytical teams  using machine learning modeling (e.g. GBM, clustering, Random Forest)<br/><br/>-  Ability to build strategic decisions based on data and modeling, while also providing in-depth hands-on guidance to the analytical team<br/><br/>-  Skills required : analytics team leadership experience, in-depth knowledge of scorecards and bureau, R, Python, statistical modeling / mathematics<br/><br/>-  Analytics experience in Financial Services / Lending is required, experience in India is preferred<br/><br/>If interested, kindly apply and I will reach out to you ASAP</p></p>","['Machine Learning', 'Analytics', 'Artificial Intelligence', 'Python', 'Statistics', 'Statistical Modeling', 'Consulting - BFSI', 'Data Modeling']",vp machine learning retail banking nbfc yrs

machine learning,Manager - Advance Analytics - Machine Learning & Artificial Intelligence - Insurance  (12-15 yrs),"<p><p>JD :<br><br>- Capability development &amp; Value creation through Business Adoption of AI, Deep Learning and Advanced Analytics solutions<br><br>- Responsible for Stakeholder Management &amp; Business Development for the AI &amp; Advanced Analytics vertical<br><br>- P&amp;L Ownership for Analytics vertical- Rigorously manage estimates, forecasts, and actuals.<br><br>- Innovation: Responsible for Artificial Intelligence &amp; Machine learning based product development &amp; deployment leveraging cloud &amp; in-house infrastructure.<br><br>- Leading Artificial Intelligence &amp; Advanced Analytics Centre of Excellence within designing, building, attracting, rewarding and retaining teams<br><br>- Resource Management : Managing adequate skills based resourcing levels for the team and ensuring effective work allocation<br><br>Responsibilities :&nbsp;<br><br>- Organizational &amp; Team Management : Strategic design and optimized delivery structure. Attract, recruit, develop and retain talent. Employee evaluations, succession planning, compensation, merit, and reward planning/execution. Build a collaborative, cohesive, credible, high performing organization.<br><br>- Capability Development : Responsible in increasing the internal skills capability within the AI &amp; Advanced Analytics team <br><br>- Service Delivery : Lead and provide direction to the Analytics Team. Service delivery responsibility for all projects in Analytics<br><br>- Leadership : Demonstrate character, clarity, courage and commitment to high-performance<br><br>- Stakeholder Management : Responsible for existing Stakeholder Management and identification of Business Development opportunities for Analytics<br><br>- Change Orientation : Champion a better, faster and simpler way of doing things. Build environment of trust, high performance and engagement by establishing clear goals and a commitment to feedback, development and recognition. Apply original thinking and continuous improvement to processes, products, systems or services and manage change to better serve customer needs<br><br>- Collaboration &amp; Communication : Connect, engage and communicate with others. Encourage open expression of ideas; communicate effectively at all levels and build strong relationships<br><br>- Compliance - To ensure that you understand and adhere to Code of Conduct and, where appropriate, comply with all relevant regulatory policies. This includes completion of any mandatory training requirements<br><br>Qualifications :<br><br>- Minimum of 12 years of Artificial Intelligence, Machine Learning, Predictive Analytics &amp; Statistical Modelling, Big Data &amp; Analytics<br><br>- Master's Degree in premier institutes like IIT, ISI, IISc etc with Mathematics, Computer Science, Econometrics, Statistics or equivalent work experience.<br><br>- 12+ years of experience in managing multiple, medium to large global cross-functional teams or projects, influencing senior level management and key stakeholders<br><br>- Technology skills : Python(Deep learning/Neural Networks, LSTM, CNN, RNN), R, SAS, JSON, Hadoop, Cloud Foundry, Pivotal, MatLabs, Tableau, Qlik, SAP Hana, Oracle, Spark, Greenplum, Cassandra, Amazon Web Services, Microsoft Azure, Google Cloud, Informatica, Angular JS, SQL, NOSQL<br></p></p>","['Analytics', 'Artificial Intelligence', 'Machine Learning', 'Statistical Modeling', 'Big Data', 'Python', 'SAS', 'Statistics', 'Predictive analytics']",manager advance analytics machine learning artificial intelligence insurance yrs
